title,price,types,land,building,bed,bath,floor,certificate,location,secondary_location,url
RUMAH BARU SIAP BANGUN STRATEGIS DEKAT KAMPUS MERCU BUANA SEDAYU YOGYA,385000000,Rumah,100,50,2,1,1,nan,"Sedayu, Bantul Kab., Yogyakarta D.I.",nan,https://www.olx.co.id/item/rumah-dijual-dekat-universitas-mercu-buana-yogya-460-jutaan-iid-859814431
"Dekat Kampus UMY, bisa Mezzanine, Cash Bertahap dan KPR",470000000,Rumah,74,36,2,1,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I.","Argomulyo, Sedayu",https://www.olx.co.id/item/rumah-desain-masa-kini-dekat-kampus-umy-iid-867217245
Rumah Murah Scandinavian di Jl Wates Km 9,348500200,Rumah,80,36,2,1,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I.","Argomulyo, Sedayu, Bantul",https://www.olx.co.id/item/rumah-konsep-scandinavian-dekat-rs-pku-muh-gamping-iid-867217030
Rumah Modern Akses Jalan 6 m Dekat Pasar Banyuroto,188100000,Rumah,105,36,2,1,1,SHM - Sertifikat Hak Milik,"Nanggulan, Kulon Progo Kab., Yogyakarta D.I.","Jl. Pengasih, Kulon Progo (Angin-Angin, Dkt Balai Desa Tanjungharjo)",https://www.olx.co.id/item/dekat-pasar-banyuroto-rumah-modern-akses-jalan-6-m-iid-867215946
Rumah Tumbuh Dengan Gaya Eropa,450000000,Rumah,78,36,2,1,1,HGB - Hak Guna Bangun,"Sedayu, Bantul Kab., Yogyakarta D.I.","Unnamed Road, Surobayan, Argomulyo, Kec. Sedayu, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55752",https://www.olx.co.id/item/rumah-tumbuh-dg-sirkulasi-udara-sehat-asri-ramah-lingkungan-di-jogja-iid-867207570
Rumah mangku jalan raya wates (seberang PLN Sedayu) Jogja super nyaman,807000000,Rumah,105,50,3,1,1,HGB - Hak Guna Bangun,"Sedayu, Bantul Kab., Yogyakarta D.I.","Jalan Wates No.km 11, Bandut Lor, Argorejo, Kec. Sedayu, Bantul, Daerah Istimewa Yogyakarta 55752",https://www.olx.co.id/item/rumah-tepi-jalan-raya-wates-seberang-pln-sedayu-jogja-iid-867207292
"Rumah Dekat UAD,Kota Jogja,Kampus Mercubuana",497000000,Rumah,83,45,2,1,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I.","Jln. Wates Km.11, Pedusan, Argosari, Sedayu, Bantul, Yogyakarta",https://www.olx.co.id/item/selangkah-ke-kampus-mercubuana-jogja-harga-sangat-terjangkau-iid-867194630
Rumah mewah dengan kolam renang pribadi dekat NYIA - SMR094,522000000,Rumah,343,250,3,1,1,SHM - Sertifikat Hak Milik,"Temon, Kulon Progo Kab., Yogyakarta D.I.",Karangwuluh temon kulon progo,https://www.olx.co.id/item/dijual-rumah-mangku-jalan-cor-200-meter-tembus-jalan-provinsi-iid-867187799
Perumahan 300jutaan siap bangun di Jln Wates dekat UMBY,398000000,Rumah,82,46,2,1,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I.","Pedes, Argomulyo, Sedayu, Bantul",https://www.olx.co.id/item/rumah-di-jl-wates-km-12-sedayu-bantul-dekat-kampus-umby-siap-bangun-iid-867185896
"DIJUAL CEPAT!! Rumah Elegan Fully Furnished di daerah  Sedayu, Bantul",2100000000,Rumah,2776,2000,4,1,1,SHM - Sertifikat Hak Milik,"Sentolo, Kulon Progo Kab., Yogyakarta D.I.",Srikayangan sentolo kulon progo,https://www.olx.co.id/item/jual-rumah-jawa-klasik-dg-bahan-kayu-jati-kokoh-megah-mewah-iid-867184011
Rumah Dekat Bandara NYIA Harga 300jtan,337000000,Rumah,72,36,2,1,1,HGB - Hak Guna Bangun,"Sedayu, Bantul Kab., Yogyakarta D.I.","Jl. Wates Km. 12, Jurug, Argosari, Sedayu, Bantul, Yogyakarta",https://www.olx.co.id/item/rumah-minimalis-strategis-jogja-barat-harga-terjangkau-iid-867183458
PERUMAHAN MODERN CANTIK DI JALAN WATES KM 9,808000000,Rumah,75,120,3,2,3,HGB - Hak Guna Bangun,"Sedayu, Bantul Kab., Yogyakarta D.I.","Jl. Wates No.KM. 10, Surobayan, Argomulyo, Kec. Sedayu, Bantul, Daerah Istimewa Yogyakarta 55752",https://www.olx.co.id/item/rumah-3-lantai-jl-wates-km-10-dekat-akses-jalan-ke-bandara-iid-867183142
RUMAH MODERN DI JLN WATES DEKAT KAMPUS 1 MERCUBUANA,500000000,Rumah,78,36,2,1,1,HGB - Hak Guna Bangun,"Sedayu, Bantul Kab., Yogyakarta D.I.",Sedayu Bantul,https://www.olx.co.id/item/rumah-modern-siap-bangun-dekat-kampus-1-mercubuana-iid-867177688
"Jual Rumah Tipe 40 + Tanah 90 m² Rp 315 juta di Jalan Wates KM 11,5",315000150,Rumah,101,36,2,1,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I.","Griya Sedayu Harmony, Dusun Ngentak, Argorejo, Sedayu, Bantul, D.I. Yogyakarta (Jalan Wates KM 11,5 masuk ke selatan 3 menit) ~ Contact Whatsapp = 0822 2333 8557",https://www.olx.co.id/item/jual-rumah-siap-bangun-di-jalan-wates-km-115-desainnya-boleh-request-iid-867177316
Di jual rumah di kulon Progo dekat jalan nasional,580000000,Rumah,120,55,3,1,1,SHM - Sertifikat Hak Milik,"Nanggulan, Kulon Progo Kab., Yogyakarta D.I.",ngramang wates kulon progo,https://www.olx.co.id/item/perumahan-pinggir-jalan-provinsi-dekat-bandara-yia-iid-867175631
Rumah Murah 275Juta Minimalis Modern Jaten Argosari Sedayu Jl Wates,275000000,Rumah,70,36,2,1,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I.",jalan gedongan jaten argosari sedayu bantul,https://www.olx.co.id/item/rumah-dijual-minimalis-jalan-gedongan-jaten-argosari-sedayu-bantul-iid-867175149
rumah minimalis di banyuroto nanggulan kulon progo,240000000,Rumah,127,36,2,1,1,SHM - Sertifikat Hak Milik,"Nanggulan, Kulon Progo Kab., Yogyakarta D.I.",banyuroto nanggulan kulon progo,https://www.olx.co.id/item/rumah-minimalis-modern-lingkungan-asri-banyuroto-nanggulan-kulon-progo-iid-867174913
"Hunian Elite Lingkungan Asri 1,5 KM Polres Kulonprogo",230500000,Rumah,113,40,2,1,1,SHM - Sertifikat Hak Milik,"Panjatan, Kulon Progo Kab., Yogyakarta D.I.","Selatan Perumahan ndalem Giri Peni (Jl. Wates KM 3, Dusun Kali Kepek)",https://www.olx.co.id/item/rumah-baru-area-pemukiman-padat-15-km-polres-kulonprogo-iid-867172015
Rumah Dijual Air Jernih Pemandangan Bukit,189900000,Rumah,95,36,2,1,1,SHM - Sertifikat Hak Milik,"Nanggulan, Kulon Progo Kab., Yogyakarta D.I.","Jalan Raya Pengasih, Banyuroto (Angin-Angin, Barat Puskesmas Nanggulan)",https://www.olx.co.id/item/rumah-dijual-air-jernih-pemandangan-bukit-iid-867170683
PERUMAHAN MODERN CANTIK DI JALAN WATES KM 9,808000000,Rumah,115,50,2,1,1,HGB - Hak Guna Bangun,"Sedayu, Bantul Kab., Yogyakarta D.I.",Jalan Wates Km 11 | WA 081214187070,https://www.olx.co.id/item/perumahan-jogja-barat-tepi-jalan-wates-km-11-iid-850975796
"Hunian Elite Lingkungan Asri 1,5 KM Polres Kulonprogo",230500000,Rumah,120,40,2,1,1,SHM - Sertifikat Hak Milik,"Panjatan, Kulon Progo Kab., Yogyakarta D.I.","Jl. Nasional Wates (Kali Kepek, Dekat Samsat Kulon Progo)",https://www.olx.co.id/item/hunian-elite-lingkungan-asri-15-km-polres-kulonprogo-iid-867170282
Rumah Siap Bangun sdekat UMY Harga 300 Jt-an,435000049,Rumah,100,45,2,1,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I.","Notawang, Bangunjiwo, Kasihan, Bantul Whatsapp 081325659531",https://www.olx.co.id/item/rumah-siap-bangun-sdekat-umy-harga-300-jt-an-iid-867103997
Rumah Dekat UMY di Jl Wates KM 9 Proses Bangun,425000008,Rumah,105,45,2,1,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I.","Plawonan, Argomulyo, Sedayu, Bantul, Yogyakarta",https://www.olx.co.id/item/rumah-dekat-kampus-umy-di-jl-wates-km-9-pinggir-jl-aspal-proses-bangun-iid-867092500
Dijual Perumahan di Bantul ada diskon,345000000,Rumah,88,45,2,1,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I.","Surobayan, Sedayu, Bantul",https://www.olx.co.id/item/rumah-siap-bangun-di-sedayu-bantul-hanya-300-jutaan-iid-867089875
Rewulu Indah Hunian Nyaman Dekat Univ Mercubuana Yogyakarta,350000001,Rumah,96,36,2,1,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I.","Watu, Argomulyo, Sedayu, Bantul, Yogyakarta (Hub: 085877666976)",https://www.olx.co.id/item/rumah-modern-minimalis-rewulu-indah-dekat-mercu-buana-bantul-iid-867080227
Rumah hook harga nego dalam perumahan di sedayu,460000000,Rumah,99,45,2,1,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I.",Jl wates km 9 argomulyo sedayu,https://www.olx.co.id/item/rumah-hook-dalam-perumahan-dekat-sd-budi-mulia-dua-sedayu-yogyakarta-iid-859844386
Rumah CANTIK MINIMALIS - Harga EKONOMIS  Seperti 2 Lantai di Sedayu,480000000,Rumah,68,78,3,2,2,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I.",Jl wates km 8 argomulyo sedayu bantul,https://www.olx.co.id/item/rumah-2-lantai-paling-murah-di-sedayu-iid-859845054
Segera miliki rumah idaman di Orizya Village Sedayu,400000000,Rumah,83,45,2,1,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I.",Argosari Bantul,https://www.olx.co.id/item/orizya-village-sedayu-iid-867046396
Rumah minimalis strategis Jogja Barat harga terjangkau,398000000,Rumah,72,36,2,1,1,HGB - Hak Guna Bangun,"Sedayu, Bantul Kab., Yogyakarta D.I.","Argorejo, Sedayu, Bantul",https://www.olx.co.id/item/rumah-minimalis-harga-terjangkau-dekat-kampus-umy-iid-867032756
"2,5 Jt Langsung Pilih Unit Cicilan cuma 2jtan aja!, Promo Terbatas!!",255000000,Rumah,80,40,2,1,1,SHM - Sertifikat Hak Milik,"Nanggulan, Kulon Progo Kab., Yogyakarta D.I.","donomerto, donomulyo, nanggulan",https://www.olx.co.id/item/perumahan-minimalis-di-nanggulan-cukup-25-juta-langsung-akad-iid-865754879
Dijual Rumah Akses Jalan 6 meter Belakang Perum Ciputra,361900000,Rumah,80,45,2,1,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I.","Jl. Wates KM 8, Jogja (Dusun Kaliberot, Dkt SD Budimulia 2)",https://www.olx.co.id/item/dijual-rumah-akses-jalan-6-meter-belakang-perum-ciputra-iid-867015893
Dijual Rumah Area Pemukiman Padat Dekat Raminten Resort,188700000,Rumah,104,36,2,3,1,SHM - Sertifikat Hak Milik,"Nanggulan, Kulon Progo Kab., Yogyakarta D.I.","Jalan Raya Pengasih, Banyuroto (Angin-Angin, Barat Puskesmas Nanggulan)",https://www.olx.co.id/item/dijual-rumah-area-pemukiman-padat-dekat-raminten-resort-iid-867013344
Rumah Siap Bangun sdekat UMY Harga 300 Jt-an,390000049,Rumah,100,45,2,1,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I.","Notawang, Bangunjiwo, Kasihan, Bantul Whatsapp 081325659531",https://www.olx.co.id/item/rumah-siap-bangun-sdekat-umy-harga-300-jt-an-iid-867009233
Rumah Siap Bangun sdekat UMY Harga 300 Jt-an,435000049,Rumah,131,45,2,1,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I.","Notawang, Bangunjiwo, Kasihan, Bantul Whatsapp 081325659531",https://www.olx.co.id/item/rumah-siap-bangun-sdekat-umy-harga-300-jt-an-iid-867007633
Rumah Siap Bangun sdekat UMY Harga 300 Jt-an,435000049,Rumah,129,45,2,1,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I.","Notawang, Bangunjiwo, Kasihan, Bantul Whatsapp 081325659531",https://www.olx.co.id/item/rumah-siap-bangun-sdekat-umy-harga-300-jt-an-iid-867005905
Dijual Rumah Akses Jalan 6 meter Belakang Perum Ciputra,361900000,Rumah,81,45,2,1,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I.","Jalan Wates KM 8, Yogyakarta (Desa Argamulia, Dkt Kampus Mercubuana)",https://www.olx.co.id/item/rumah-dijual-lingkungan-ramai-belakang-perum-ciputra-iid-867002853
Harga Promo : Perumahan Tilam Sari Sedayu,240000000,Rumah,87,60,3,2,2,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I.",Sedayu,https://www.olx.co.id/item/rumah-dalam-perumahan-d-rewulu-argomulyo-sedayu-jl-yogyakarta-wates-iid-866999658
"Kavling Siap Bangun Luasan 140m, Kawasan Industri Sentolo",168000000,Rumah,140,140,3,2,1,SHM - Sertifikat Hak Milik,"Sentolo, Kulon Progo Kab., Yogyakarta D.I.",Jalan Kawasan Industri,https://www.olx.co.id/item/tanah-shm-luasan-140m-10-menit-pasar-baru-sentolo-iid-864854245
Jual Rumah Siap Bangun Type 45/90 Rp 335 juta di Griya Sedayu Harmony,335000109,Rumah,90,45,2,1,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I.","Dusun Ngentak, Kelurahan Argorejo, Kecamatan Sedayu, Kabupaten Bantul, D.I. Yogyakarta (Jalan Wates KM 11,5 masuk ke selatan 3 menit) ~ Kontak WA : 0822-2333-8557",https://www.olx.co.id/item/jual-rumah-siap-bangun-type-4590-rp-335-juta-di-griya-sedayu-harmony-iid-866987823
Omah Giri Tentrem Sedayu hunian nyaman Jogja barat,230000000,Rumah,72,36,2,1,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I.","Sedayu, Bantul, Yogyakarta",https://www.olx.co.id/item/sedayu-residence-siap-huni-harga-murah-dekat-kota-jogja-iid-822061135
Dijual Rumah Area Pemukiman Padat Dekat Raminten Resort,502500000,Rumah,121,40,2,1,1,SHM - Sertifikat Hak Milik,"Nanggulan, Kulon Progo Kab., Yogyakarta D.I.","Jl. Angin - Angin Nanggulan (Banyuroto, Dekat Kopi Ampirono)",https://www.olx.co.id/item/rumah-baru-lingkungan-asri-dekat-raminten-resort-iid-866985058
Perumahan murah Purworejo dari bagelen Property,250000000,Rumah,118,45,3,2,1,"Lainnya (PPJB, Girik, Adat, dll)","Temon, Kulon Progo Kab., Yogyakarta D.I.",Dukuh Gading Klenton Pasaranom Grabag Purworejo,https://www.olx.co.id/item/perumahan-pesona-alam-pasaranom-grabag-purworejo-iid-866977504
RUMAH SIAP HUNI TERMURAH DI SEDAYU,435000000,Rumah,126,45,3,2,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I.",Sedayu,https://www.olx.co.id/item/rumah-siap-huni-cantik-murah-di-sedayu-iid-866977170
Orizya Estate Sedayu Hunian Memikat Harga Hemat,389000000,Rumah,68,36,2,1,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I.",Sedayu Bantul,https://www.olx.co.id/item/orizya-estate-sedayu-iid-866967382
rumah di jaten argosari sedayu bantul,275000000,Rumah,69,36,2,1,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I.",argosari sedayu bantul,https://www.olx.co.id/item/rumah-di-jaten-argosari-sedayu-dekat-studio-alam-gamplong-iid-866923623
"Rumah murah dalam perumahan di Sedayu, dekat RS Mitra Sehat dan Rewulu",360000000,Rumah,85,84,2,1,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I.",Kaliberot Sedayu Bantul Yogyakarta,https://www.olx.co.id/item/kode-rsh-322-ruamh-bagus-siap-huni-dalam-perumahan-sedayu-kaliberot-iid-866923569
Rumah Dijual Jalan Aspal Lebar 6 m di Jalan Wates KM 8,364150000,Rumah,80,45,2,1,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I.","Gamping, Sleman (Kaliberot, Argamulia, Dekat Pasar Gamping)",https://www.olx.co.id/item/rumah-dijual-jalan-aspal-lebar-6-m-di-jalan-wates-km-8-iid-866897687
Rumah 3KT di Sedayu Bantul Siap Huni dekat Kampus Mercu Buana 2 Lantai,630000002,Rumah,70,705,3,2,2,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I.","Jl Cahaya Taman, kaliurang argomulyo sedayu bantul",https://www.olx.co.id/item/rumah-di-sedayu-bantul-kota-dekat-kampus-mercu-buana-harga-terjangkau-iid-866897204
DIJUAL RUMAH MURAH CANTIK DI SEDAYU,459000000,Rumah,73,40,2,1,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I.",Sedayu,https://www.olx.co.id/item/rumah-cantik-murah-shm-dekat-polsek-sedayu-iid-866884125
"Rumah siap huni dengan harga menarik , dekat bandara YIA",500000000,Rumah,1,50,3,1,1,SHM - Sertifikat Hak Milik,"Panjatan, Kulon Progo Kab., Yogyakarta D.I.","Gotakan, Panjatan, Kulon Progo",https://www.olx.co.id/item/rumah-siap-bangun-dekat-taman-nagung-kulonprogo1516-iid-866870282
Tanah siap bangun Jogja Bantul,345000000,Rumah,131,42,2,1,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I.",Argomulyo Sedayu,https://www.olx.co.id/item/rumah-tipe-42-tanah-luas-131m-iid-866867661
Rumah 2 lantai konsep minimalis view sawah harga terjangkau di Jogja,638200000,Rumah,71,77,2,2,2,HGB - Hak Guna Bangun,"Sedayu, Bantul Kab., Yogyakarta D.I.","Jln. Wates Km. 9.5, Plawonan, Sedayu",https://www.olx.co.id/item/rumah-dua-lantai-jogja-dekat-umy-harga-terjangkau-iid-866833611
Rumah minimalis strategis Jogja Barat harga terjangkau,398000000,Rumah,95,45,2,1,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I.","Notawang, Bangunjiwo, Kasihan, Bantul Whatsapp 081325659531",https://www.olx.co.id/item/rumah-strategis-dekat-kampus-umy-harga-300-jt-an-iid-866825625
Perumahan Jogja satpam 24Jam 4 Terakhir Gratis Mobil atau 100juta,268000000,Rumah,76,40,2,1,1,SHM - Sertifikat Hak Milik,"Sentolo, Kulon Progo Kab., Yogyakarta D.I.",Sentolo,https://www.olx.co.id/item/a2-rumah-tropis-di-jogja-iid-866825266
MINIMALIS 180JUTA SIAP BANGUN DI PANJATAN - SMR 258,180000000,Rumah,79,80,3,1,1,SHM - Sertifikat Hak Milik,"Panjatan, Kulon Progo Kab., Yogyakarta D.I.","Tayuban, Panjatan, Kulonprogo",https://www.olx.co.id/item/rumah-panjatan-rumah-murah-asri-siap-huni-di-kulonprogo-jogja-iid-861087564
Rumah minimalis strategis Jogja Barat harga terjangkau,398000000,Rumah,126,45,2,1,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I.","Notawang, Bangunjiwo, Kasihan, Bantul Whatsapp 081325659531",https://www.olx.co.id/item/rumah-strategis-dekat-kampus-umy-harga-300-jt-an-iid-866821423
Bangun Graha Metes Sedayu,299000000,Rumah,72,36,2,1,1,HGB - Hak Guna Bangun,"Sedayu, Bantul Kab., Yogyakarta D.I.",Argorejo Sedayu,https://www.olx.co.id/item/bangun-graha-metes-iid-866801899
Rumah Murah Cantik dijual di Jl Wates Km 11 Sedayu Bantul Yogyakarta,490000000,Rumah,98,98,4,3,2,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I.",Sedayu bantul yogyakarta,https://www.olx.co.id/item/jual-rumah-di-sedayu-bantul-iid-866795273
Rumah Dijual Air Jernih Pemandangan Bukit,189900000,Rumah,121,40,2,1,1,SHM - Sertifikat Hak Milik,"Nanggulan, Kulon Progo Kab., Yogyakarta D.I.","Jalan Raya Pengasih, Banyuroto (Desa Banyuroto, Barat Omah Cantrik)",https://www.olx.co.id/item/pemandangan-bukit-rumah-dijual-air-jernih-iid-866761149
Hunian Elite Area Pemukiman Padat Selatan rs Mitra Sehat,347900000,Rumah,122,40,2,1,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I.","Jalan Wates KM 8, Yogyakarta (Kaliberot, Belakang Perum Ciputra)",https://www.olx.co.id/item/hunian-elite-area-pemukiman-padat-selatan-rs-mitra-sehat-iid-866760268
Hunian Elite Lingkungan Asri DI Jl Pengasih - Nanggulan,185550000,Rumah,95,36,2,2,1,SHM - Sertifikat Hak Milik,"Nanggulan, Kulon Progo Kab., Yogyakarta D.I.","Jl. Raya Pengasih, Nanggulan (Desa Banyuroto, Dkt Balai Desa Tanjungharjo)",https://www.olx.co.id/item/rumah-modern-lingkungan-asri-di-jl-pengasih-nanggulan-iid-866759500
Dijual Rumah Fasum Paving 5 m Dekat Janabadra Wates,228700000,Rumah,119,40,2,1,1,SHM - Sertifikat Hak Milik,"Panjatan, Kulon Progo Kab., Yogyakarta D.I.","Wates , (Desa Giri Peni, Selatan Polres Kulon Progo)",https://www.olx.co.id/item/dijual-rumah-fasum-paving-5-m-dekat-janabadra-wates-iid-866758364
Di jual rumah eksklusif dekat bandara Yia Kulon Progo,570000000,Rumah,100,50,3,1,1,SHM - Sertifikat Hak Milik,"Panjatan, Kulon Progo Kab., Yogyakarta D.I.","Tayuban, Panjatan, Kulon progo, Yogyakarta",https://www.olx.co.id/item/rumah-eksklusif-dekat-bandara-yia-kulon-progo-iid-858283340
Pemandangan sawah di Jogja rumah 2 lantai konsep minimalis,693400000,Rumah,84,60,3,2,2,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I.","Senowo, Argorejo, Kec. Sedayu, Bantul, Daerah Istimewa Yogyakarta 55752",https://www.olx.co.id/item/rumah-mewah-2lantai-bonus-pemandangan-sawah-diyk-harga-ramah-dikantong-iid-866746235
Rumah murah 2 lantai Jogja yuk segera booking sblm harga naik,693400000,Rumah,117,60,3,2,2,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I.","Senowo, Argorejo, Kec. Sedayu, Bantul, Daerah Istimewa Yogyakarta 55752",https://www.olx.co.id/item/yuk-segera-booking-rumah-2-lantai-termurah-di-jogja-bonus-view-sawah-iid-866745093
"Ready 2 Unit Rumah Kavling Siap Bangun di Jl. Wates KM 11,5 Yogyakarta",299900040,Rumah,90,36,2,1,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I.","Contact person : 0822-2333-8557 ~ Lokasi : Griya Sedayu Harmony, Dusun Ngentak, Desa Argorejo, Kecamatan Sedayu, Kabupaten Bantul, D.I. Yogyakarta (Jalan Wates KM 11,5 masuk ke selatan 3 menit)",https://www.olx.co.id/item/jual-rumah-siap-bangun-type-36tanah-90-m-di-jl-wates-km-115-sedayu-iid-866737746
"Dijual 2 Unit Rumah Minimalis Modern Siap Bangun di Jl. Wates KM 11,5",315000090,Rumah,101,40,2,1,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I.","Griya Sedayu Harmony, Dusun Ngentak, Argorejo, Sedayu, Bantul, D.I. Yogyakarta (Jalan Wates KM 11.5 masuk ke selatan 3 menit) - No. WA 0822-2333-8557",https://www.olx.co.id/item/jual-rumah-minimalis-modern-type-40101-rp335-juta-di-jl-wates-km-115-iid-866737370
"Jual Rumah Siap Bangun Type 45/101 Rp 352 juta di Jalan Wates KM 11,5",352000901,Rumah,101,45,2,1,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I.","Dusun Ngentak, Kelurahan Argorejo, Kecamatan Sedayu, Kabupaten Bantul, D.I. Yogyakarta (Jalan Wates KM 11,5 masuk ke selatan 3 menit) ~ Kontak Whatsapp : 0822*2333*8557",https://www.olx.co.id/item/jual-rumah-siap-bangun-type-45101-rp-352-juta-di-jalan-wates-km-115-iid-866736707
Murahh bangett rumah 2 lantai super mewah view sawah di Jogja,638200000,Rumah,70,75,3,2,2,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I.","Jl. Cahaya Taman, Kaliurang, Argomulyo, Kec. Sedayu, Bantul, Daerah Istimewa Yogyakarta 55752",https://www.olx.co.id/item/rumah-lantai-2-di-sedayu-bantul-dilengkapi-dengan-balkon-view-iid-866729830
Rumah Bergaya Eropa di Jogja Free Biaya Biaya,409000000,Rumah,88,36,2,1,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I.","Jl Wates Km 9 Plawonan, Sedayu, Bantul, Yogyakarta. Depan SPBE Rewulu Persis, Hanya 150m  dari Jl Raya",https://www.olx.co.id/item/rumah-mewah-gaya-eropa-di-jogja-barat-iid-866727662
Rumah Murah 300jtan Siap Bangun Dekat Mercubuana dan UMY Jogja,389000000,Rumah,72,36,2,1,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I.","Jl. Wates Km. 12, Jurug, Argosari, Sedayu, Bantul",https://www.olx.co.id/item/perumahan-termurah-jogja-300jtan-dekat-kampus-iid-866721008
Rumah Murah di Sedayu bantul,360000000,Rumah,96,36,2,1,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I.","JL Wates KM 8,5 Watu, Argomulyo, Sedayu",https://www.olx.co.id/item/rumah-asri-view-sawah-dekat-puskesmas-sedayu-iid-866690697
Perumahan Edisi  Dalam Syawalan,345000000,Rumah,96,36,2,1,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I.","Jl Wates KM 8,5 Waru, Argomulyo, Sedayu",https://www.olx.co.id/item/rumah-murah-dekat-pertamina-rewulu-yogyakarta-iid-866690065
Rumah Siap Huni Diskon 25jt Bonus Ac,400000000,Rumah,70,40,2,2,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I.",Jl Wates km  10 Argomulyo Sedayu Yogyakarta,https://www.olx.co.id/item/kode-rsh-318-rumah-bagus-baru-siap-huni-di-jl-wates-km-10-argomulyo-iid-866680972
Rumah super aestetis view sawah desain mewah 2 lantai minimalis di Yk,638200000,Rumah,84,60,3,2,2,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I.","Senowo, Argorejo, Kec. Sedayu, Bantul, Daerah Istimewa Yogyakarta 55752",https://www.olx.co.id/item/murahh-bangett-rumah-2-lantai-super-mewah-view-sawah-di-jogja-iid-866679395
Rumah paling murah di Jogja Barat minimalis scandinavian,195000000,Rumah,60,30,2,1,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I.","Dekat Dumpuh, Argodadi, Kec. Sedayu, Kabupaten Bantul, Daerah Istimewa Yogyakarta",https://www.olx.co.id/item/super-murah-hanya-195-juta-di-jogja-rumah-minimalis-scandinavian-iid-866676499
